2026/09/07 23:45:41.301, 0, 33, 43.18
2026/09/07 23:45:41.504, 0, 0, 43.08
2026/09/07 23:45:41.707, 0, 0, 42.98
2026/09/07 23:45:41.910, 0, 0, 37.15
2026/09/07 23:45:42.113, 0, 0, 37.24
2026/09/07 23:45:42.316, 0, 0, 37.15
2026/09/07 23:45:42.520, 0, 0, 37.15
2026/09/07 23:45:42.723, 0, 0, 37.15
2026/09/07 23:45:42.929, 0, 0, 37.15
2026/09/07 23:45:43.133, 0, 0, 37.06
2026/09/07 23:45:43.336, 0, 0, 37.14
2026/09/07 23:45:43.539, 0, 0, 37.05
2026/09/07 23:45:43.742, 0, 0, 37.15
2026/09/07 23:45:43.945, 0, 0, 37.14
2026/09/07 23:45:44.149, 0, 0, 37.06
2026/09/07 23:45:44.354, 0, 0, 37.06
2026/09/07 23:45:44.557, 0, 0, 26.62
2026/09/07 23:45:44.761, 0, 0, 26.43
2026/09/07 23:45:44.964, 0, 0, 26.44
2026/09/07 23:45:45.167, 0, 0, 26.43
2026/09/07 23:45:45.370, 0, 0, 26.44
2026/09/07 23:45:45.576, 0, 0, 26.44
2026/09/07 23:45:45.779, 0, 0, 26.44
2026/09/07 23:45:45.983, 0, 0, 26.44
2026/09/07 23:45:46.186, 0, 0, 26.44
2026/09/07 23:45:46.389, 0, 0, 26.44
2026/09/07 23:45:46.592, 0, 0, 26.34
2026/09/07 23:45:46.795, 0, 0, 26.44
2026/09/07 23:45:47.000, 0, 0, 26.44
2026/09/07 23:45:47.203, 0, 0, 25.66
2026/09/07 23:45:47.407, 0, 0, 25.66
2026/09/07 23:45:47.610, 0, 0, 25.66
2026/09/07 23:45:47.813, 0, 0, 25.56
2026/09/07 23:45:48.016, 0, 0, 25.66
2026/09/07 23:45:48.219, 0, 0, 25.66
2026/09/07 23:45:48.423, 0, 0, 25.66
2026/09/07 23:45:48.632, 16, 0, 25.66
2026/09/07 23:45:48.835, 314, 2, 37.35
2026/09/07 23:45:49.038, 314, 0, 37.15
2026/09/07 23:45:49.241, 314, 0, 37.35
2026/09/07 23:45:49.444, 314, 0, 37.25
2026/09/07 23:45:49.650, 314, 0, 37.25
2026/09/07 23:45:49.853, 314, 0, 37.33
